锦园小区(娄塘路),121.214390,31.432166,0.000000
曹王别墅小区,121.299187,31.433710,0.000000
石太路3512弄,121.338667,31.431679,0.000000
光明村,121.369038,31.431651,0.000000
曹王社区158弄小区A区,121.299244,31.435647,0.000000
曹王社区158弄小区B区,121.299055,31.435593,0.000000
徐行镇曹王社区158弄小区,121.299123,31.435499,0.000000
曹王社区,121.301033,31.434925,0.000000
集仙路501弄小区,121.365588,31.435584,0.000000
月浦镇社区文化活动中心钱潘分中心,121.394247,31.436710,0.000000
月浦镇社区文化活动中心钱潘分中心,121.394247,31.436710,0.000000
宝鼎小区,121.396641,31.437682,0.000000
罗西花园小区,121.331844,31.442845,0.000000
新月明星园,121.395661,31.445858,0.000000
新月明月园,121.398491,31.447611,0.000000
安新村社区服务中心,121.299478,31.450378,0.000000
宝浦隆,121.376769,31.448497,0.000000
新月桃苑,121.394168,31.450524,0.000000
新月明珠园,121.394307,31.448107,0.000000
宝华盛世花园,121.401065,31.448924,0.000000
大庆锦绣新城翠庭苑,121.152467,31.452377,0.000000
璟储新河湾,121.326051,31.452199,0.000000
宝华·北岸郡庭,121.391620,31.452892,0.000000
盛桥三村,121.396219,31.451946,0.000000
盛桥三村东区,121.396712,31.453350,0.000000
盛桥三村10幢30号,121.396697,31.451484,0.000000
盛桥三村8幢25号,121.396820,31.451263,0.000000
盛桥二村,121.397399,31.453299,0.000000
盛桥二村北块,121.397177,31.453345,0.000000
盛桥二村55号,121.397158,31.453310,0.000000
盛桥三村1幢1-3号,121.397895,31.451404,0.000000
盛桥三村2号楼,121.397889,31.451439,0.000000
盛桥二村54号楼,121.397283,31.453339,0.000000
盛桥二村南块,121.399844,31.452586,0.000000
盛桥一村20幢52号,121.400950,31.453111,0.000000
盛桥四村25号楼,121.400367,31.450868,0.000000
盛桥四村,121.399844,31.450751,0.000000
金帝太和天镜,121.168274,31.455930,0.000000
向东岛,121.171997,31.455869,0.000000
石太路86弄小区,121.395804,31.456110,0.000000
盛桥三村90号楼,121.396687,31.453505,0.000000
新丰花苑,121.394538,31.454542,0.000000
盛桥一村,121.399303,31.454818,0.000000
盛桥一村13幢,121.399470,31.454401,0.000000
盛桥一村35幢,121.399732,31.453932,0.000000
青舍客国际青年社区,121.400946,31.455466,0.000000
盛桥一村29幢,121.400018,31.454506,0.000000
盛桥一、二村,121.399949,31.453631,0.000000
东滩花园,121.827792,31.455628,0.000000
上实瑞慈花园(建设中),121.867731,31.455047,0.000000
向东岛花园,121.165785,31.458280,0.000000
新竹小区,121.395592,31.456284,0.000000
宅一天轰趴别墅(崇明东滩花园店),121.834738,31.457047,0.000000
景湖五区,121.172173,31.461119,0.000000
何家宅,121.317420,31.461730,0.000000
印象钢谷,121.348456,31.459215,0.000000
崇明·三湘森林海尚,121.825211,31.461701,0.000000
润业玲珑湾,121.167254,31.464519,0.000000
嘉唐公路2570弄小区,121.237647,31.463387,0.000000
鼎立高尔夫花园,121.235744,31.464525,0.000000
沁园居委综合文化活动室,121.239548,31.464652,0.000000
旭辉城,121.345862,31.464528,0.000000
罗泾镇三桥村公共服务中心,121.367170,31.463215,0.000000
览海国际高尔夫社区,121.817482,31.462220,0.000000
百草园,121.815565,31.464066,0.000000
玲珑湾,121.166608,31.465579,0.000000
景湖1区,121.171193,31.467113,0.000000
中宝格林名邸,121.174348,31.465053,0.000000
宗艺花园,121.180782,31.466188,0.000000
沁园新邨,121.233509,31.465943,0.000000
锦洋华园,121.234590,31.466073,0.000000
华亭镇沁园居委沁园二村,121.239657,31.465106,0.000000
沁园二邨,121.239473,31.466064,0.000000
旭辉澜悦湾,121.344747,31.467187,0.000000
旭辉城,121.345862,31.464528,0.000000
金茂逸墅,121.799591,31.467096,0.000000
保亿风景水岸,121.807592,31.466272,0.000000
陈家镇滨江生态休闲运动居住社区3号地块1期,121.808993,31.466950,0.000000
陈家镇滨江生态休闲运动居住社区3号地块一期(保亿风景水岸花园),121.808993,31.466951,0.000000
横沥佳苑小区,121.157602,31.469988,0.000000
超桂佳苑,121.161882,31.469297,0.000000
景湖2区,121.168318,31.468624,0.000000
景湖花苑三区6号楼,121.168337,31.469765,0.000000
景湖花苑二区2号楼,121.169839,31.468825,0.000000
景湖花苑二区6号楼,121.169160,31.468482,0.000000
白云渡公寓,121.180004,31.467866,0.000000
白云渡花园别墅,121.181308,31.468409,0.000000
绿洲华亭茗苑,121.238592,31.467885,0.000000
袁家桥居委河东楼小区,121.280588,31.468739,0.000000
旭辉澜悦湾43号楼,121.344728,31.468175,0.000000
旭辉澜悦湾47号楼,121.345422,31.468591,0.000000
