华丰小区(华丰路),121.503205,31.194888,0.000000
华丰路51弄小区,121.503100,31.194894,0.000000
港机新村14幢38-39号,121.502021,31.193046,0.000000
上海三亚梦之滩公寓分店,121.503226,31.194104,0.000000
华丰路51弄3号,121.503349,31.194367,0.000000
华丰路50弄小区,121.503609,31.193510,0.000000
华丰新苑,121.505081,31.193625,0.000000
南码头路450弄9幢21号,121.505067,31.195421,0.000000
华丰路50弄3幢4号,121.503596,31.193463,0.000000
南码头路450弄14号,121.505392,31.195732,0.000000
港机新村,121.503728,31.193243,0.000000
临沂三村,121.504441,31.195759,0.000000
临沂路280弄9号,121.504251,31.194868,0.000000
华丰路51弄49号,121.504406,31.195754,0.000000
华丰路51弄48号,121.504236,31.195714,0.000000
临沂路280弄4幢13号,121.504534,31.194466,0.000000
临沂路339弄2幢2号,121.505076,31.193732,0.000000
临沂路339弄3幢3号,121.505032,31.193329,0.000000
华丰新苑(北门),121.504814,31.194301,0.000000
华丰路51弄47号,121.503953,31.195757,0.000000
华丰路51弄10号,121.503721,31.194785,0.000000
南码头路11号,121.503866,31.194758,0.000000
临沂路181弄19幢77号,121.507351,31.194013,0.000000
临沂路181弄20幢79号,121.506952,31.194268,0.000000
临沂路181弄18幢75号,121.507072,31.194029,0.000000
临沂路181弄26幢109号,121.507478,31.194956,0.000000
临沂路181弄17幢73号,121.507178,31.193789,0.000000
临沂路181弄13幢49-51号,121.508135,31.194413,0.000000
临沂路181弄25幢107号,121.507316,31.195204,0.000000
临沂路181弄6幢21号,121.507740,31.195627,0.000000
临沂路181弄30幢22、-24号,121.508328,31.195519,0.000000
临沂六村,121.508308,31.194648,0.000000
融和庭院,121.509695,31.193156,0.000000
东方路3344弄4幢21号,121.509747,31.194532,0.000000
东方路3344弄8幢25号,121.509429,31.195449,0.000000
冠生园东方佳苑,121.515726,31.195763,0.000000
东方丰甸苑,121.516357,31.194727,0.000000
由由民丰苑,121.521990,31.193303,0.000000
严民路40弄10幢46-49号,121.522521,31.194517,0.000000
严镇路75弄小区,121.523620,31.193612,0.000000
由由三邨,121.524426,31.194875,0.000000
由由一村南区,121.523296,31.195521,0.000000
严民路40弄9幢43-45号,121.523182,31.194722,0.000000
由由一村,121.523398,31.195449,0.000000
由由二村,121.523710,31.194015,0.000000
严镇路75弄11幢,121.522939,31.193699,0.000000
由由三邨南区,121.525769,31.194833,0.000000
由由四村居委红十字服务站,121.527315,31.194647,0.000000
严中路173弄1幢3-9号,121.527258,31.195551,0.000000
严中路140弄16幢47-51号,121.525722,31.195530,0.000000
星河湾悦心园,121.529608,31.194966,0.000000
浦东星河湾,121.530957,31.194592,0.000000
文明小区,121.532436,31.194820,0.000000
龙博花园,121.547863,31.193975,0.000000
南杨花园7号楼,121.549649,31.194016,0.000000
芳草苑(芳草路),121.549116,31.195495,0.000000
芳佳苑,121.548058,31.193802,0.000000
南杨花园,121.550120,31.194141,0.000000
芳草路232弄小区,121.550971,31.195044,0.000000
芳芯路251弄小区,121.552315,31.194282,0.000000
芳芯路175弄小区,121.553002,31.194087,0.000000
芳草路258弄小区,121.552190,31.195372,0.000000
芳草公寓1期,121.552249,31.195262,0.000000
芳丽苑,121.551072,31.195075,0.000000
芳草公寓,121.552115,31.195254,0.000000
培花七村,121.552623,31.193209,0.000000
白杨小区,121.555317,31.195191,0.000000
芳芯苑,121.553815,31.194948,0.000000
芳草路363弄小区,121.554332,31.194388,0.000000
芳草路352弄小区,121.553694,31.195498,0.000000
东方社区信息苑(培花苑),121.553536,31.195768,0.000000
培花新村,121.563182,31.194474,0.000000
中界村陈家队陈家宅,121.561894,31.194655,0.000000
杨桥村郑家队郑家宅17号楼,121.573951,31.193823,0.000000
华佗路68号10号楼,121.581851,31.194598,0.000000
华佗路280弄11幢,121.587650,31.194603,0.000000
华佗路280弄12幢,121.588381,31.195346,0.000000
中科路2635弄8-9号,121.633311,31.193328,0.000000
鸿基公寓,121.660899,31.195547,0.000000
舒馨北苑,121.663037,31.193619,0.000000
顺馨佳园82号楼,121.670705,31.195054,0.000000
顺馨佳园76号楼,121.671243,31.194915,0.000000
万馨佳园,121.669421,31.193094,0.000000
顺馨佳园,121.672323,31.194211,0.000000
顺馨佳园35号,121.672104,31.195293,0.000000
顺馨佳园31号,121.671899,31.195619,0.000000
晴川佳苑,121.675787,31.194565,0.000000
御景豪园,121.679236,31.194088,0.000000
御景华庭,121.681966,31.194892,0.000000
上浦小区,121.684217,31.193526,0.000000
银光苑,121.683723,31.194467,0.000000
临丰小区,121.685530,31.194597,0.000000
城丰小区,121.686008,31.193465,0.000000
欧洲苑(进贤路),121.687596,31.193774,0.000000
妙境路395弄,121.687031,31.194949,0.000000
城丰路15弄4幢,121.685957,31.193303,0.000000
城丰路15弄2幢,121.686047,31.193070,0.000000
贤居苑,121.688398,31.194555,0.000000
新源里,121.688660,31.194869,0.000000
英伦花园,121.690251,31.195406,0.000000
新川苑,121.689553,31.194621,0.000000
新川公寓,121.690429,31.193579,0.000000
妙城公寓(城南路),121.692249,31.193163,0.000000
妙城公寓东区,121.692652,31.193349,0.000000
临园小区,121.694915,31.193938,0.000000
翠珠大厦,121.694896,31.195709,0.000000
河滨小区(城南路),121.698352,31.194579,0.000000
城南路374弄小区,121.697390,31.194073,0.000000
城南路368弄小区,121.697702,31.194141,0.000000
东都小区,121.699367,31.193793,0.000000
东都小区-邮政服务点,121.699185,31.194488,0.000000
河浜小区,121.699217,31.194485,0.000000
城南路299号小区,121.700774,31.194590,0.000000
城南居委,121.701333,31.193905,0.000000
城南居委居住小区,121.702036,31.194192,0.000000
南桥小区,121.702684,31.193228,0.000000
城南路229弄小区,121.702629,31.194761,0.000000
城南路东区,121.701954,31.194172,0.000000
东方城市豪苑,121.701525,31.195186,0.000000
曙光路25弄小区,121.704675,31.194945,0.000000
曙光北苑,121.705741,31.194602,0.000000
曙光东苑,121.706951,31.193801,0.000000
圆西,121.707515,31.195609,0.000000
太平村新村14号楼,121.715147,31.194541,0.000000
太平村新村34号楼,121.715637,31.194919,0.000000
太平村新村42号楼,121.715470,31.194481,0.000000
太平村新村30号楼,121.715447,31.194870,0.000000
太平村新村31号楼,121.715303,31.194802,0.000000
太平村新村20号楼,121.715226,31.195012,0.000000
华路村张家宅,121.723272,31.193590,0.000000
大洪村徐家宅,121.732511,31.194264,0.000000
南码头社区文化活动中心,121.504036,31.198060,0.000000
南码头路260弄11号,121.503886,31.198437,0.000000
南码头路260弄12号,121.503741,31.198395,0.000000
欣宇小区,121.508493,31.198082,0.000000
百联社区商业中心,121.507575,31.197192,0.000000
碧波庭水莲花志愿者家园,121.508582,31.197546,0.000000
泰祥楼,121.507920,31.196446,0.000000
南码头路451弄9幢34-37号,121.506779,31.196737,0.000000
临沂路181弄4幢15号,121.507585,31.195865,0.000000
